subcategory_1,subcategory_2,similarity
Rock,Spectacular,0.15561993420124054
Opera,Variety,0.1555352509021759
Comedy,Reggae,0.15538837015628815
Action/Adventure,Health/Wellness,0.1552170217037201
Miscellaneous,Other,0.1551775485277176
Magic & Illusion,Spectacular,0.155136376619339
Boxing,Hobby/Special Interest Expos,0.1550779789686203
Other,Volleyball,0.15497571229934692
Community/Civic,Opera,0.15475144982337952
Fine Art,Motorsports/Racing,0.15471553802490234
Hobby/Special Interest Expos,Volleyball,0.15462853014469147
Ice Skating,Opera,0.15446439385414124
Ballads/Romantic,Extreme,0.15439486503601074
Action/Adventure,Cultural,0.1543322503566742
Horror,Multimedia,0.15431079268455505
R&B,Religious,0.1542251855134964
Drama,Religious,0.15403079986572266
New Age,Psychics/Mediums/Hypnotists,0.15388749539852142
Baseball,Drama,0.1536424458026886
Community/Civic,Holiday,0.1535712033510208
Alternative,Jazz,0.15322624146938324
Baseball,Fashion,0.1531124711036682
Fairs & Festivals,Rock,0.15268731117248535
Latin,Magic & Illusion,0.15262672305107117
Health/Wellness,New Age,0.15226510167121887
Country,Rodeo,0.15221044421195984
New Age,Science Fiction,0.15219897031784058
Psychics/Mediums/Hypnotists,Science Fiction,0.152195006608963
Opera,Rock,0.15219072997570038
Children's Theatre,Hockey,0.15199734270572662
Drama,World,0.1518520712852478
Circus & Specialty Acts,Fashion,0.15180082619190216
Miscellaneous Theatre,Variety,0.1515539586544037
Family,Spectacular,0.15120179951190948
Ice Skating,New Age,0.15117040276527405
Ballads/Romantic,Rock,0.1509276032447815
Hobby/Special Interest Expos,Reggae,0.15072612464427948
Hip-Hop/Rap,Variety,0.1507090926170349
Pop,Science Fiction,0.15058381855487823
Holiday,Variety,0.15052983164787292
Dance/Electronic,Jazz,0.15040196478366852
Children's Music,Spectacular,0.15034253895282745
Cultural,Multimedia,0.1502910852432251
Ballads/Romantic,Fine Art,0.15006639063358307
Latin,Lecture/Seminar,0.14992567896842957
Drama,Health/Wellness,0.1496623158454895
Children's Music,Lecture/Seminar,0.14953485131263733
Alternative,Classical,0.14941690862178802
Food & Drink,Miscellaneous,0.1493655890226364
Boxing,Ice Skating,0.14920978248119354
Health/Wellness,Science Fiction,0.1491379588842392
Body Building,Fashion,0.1491142064332962
Hobby/Special Interest Expos,Religious,0.1490952968597412
Foreign,Martial Arts,0.1490572690963745
Science Fiction,Spectacular,0.14899428188800812
Country,Holiday,0.1489117443561554
Cultural,Spectacular,0.14880000054836273
Circus & Specialty Acts,Lecture/Seminar,0.1487790048122406
Classical,Roller Derby,0.14875034987926483
Fairs & Festivals,Pop,0.1486833393573761
Basketball,Cultural,0.14856737852096558
Fine Art,Psychics/Mediums/Hypnotists,0.14838869869709015
Classical,Wrestling,0.1481299102306366
Food & Drink,Ice Shows,0.14807851612567902
Boxing,Fashion,0.1479509174823761
Dance,Miscellaneous,0.14792847633361816
Latin,Undefined,0.14791005849838257
Ballads/Romantic,Performance Art,0.1477949023246765
Football,Ice Shows,0.1475880742073059
Martial Arts,New Age,0.14751803874969482
Basketball,Foreign,0.14751309156417847
Basketball,Community/Civic,0.14743873476982117
Folk,R&B,0.14725732803344727
Horror,Soccer,0.14697013795375824
Country,Miscellaneous Theatre,0.146920844912529
Ballads/Romantic,Hip-Hop/Rap,0.14686109125614166
Folk,Motorsports/Racing,0.1468011736869812
Fashion,Miscellaneous,0.1463019847869873
Horror,Metal,0.1462724804878235
Ballads/Romantic,Lecture/Seminar,0.1458204835653305
Food & Drink,Volleyball,0.14565737545490265
Animation,Reggae,0.14562414586544037
Action/Adventure,Fairs & Festivals,0.14535778760910034
Drama,Lecture/Seminar,0.14532381296157837
Baseball,Children's Music,0.1453237235546112
Hobby/Special Interest Expos,Jazz,0.14513656497001648
Fashion,Folk,0.14508309960365295
Action/Adventure,Spectacular,0.1450669765472412
Basketball,Hobby/Special Interest Expos,0.14506027102470398
Body Building,Food & Drink,0.1449643224477768
Food & Drink,Jazz,0.14489778876304626
Health/Wellness,Miscellaneous,0.1446429044008255
Country,R&B,0.14457279443740845
Blues,Fashion,0.14443400502204895
Boxing,Country,0.14442691206932068
Fairs & Festivals,Spectacular,0.14438261091709137
Animation,Variety,0.14410819113254547
Hobby/Special Interest Expos,Opera,0.14410367608070374
Motorsports/Racing,Volleyball,0.1440967619419098
Fairs & Festivals,New Age,0.14407804608345032
Ice Skating,Multimedia,0.14388319849967957
Ballads/Romantic,Rodeo,0.14385922253131866
Folk,Multimedia,0.14380717277526855
Alternative,Wrestling,0.14372257888317108
Ballads/Romantic,Classical,0.14367185533046722
Performance Art,Variety,0.14343848824501038
Baseball,Science Fiction,0.14341595768928528
Children's Theatre,Latin,0.14335468411445618
Fashion,Hobby/Special Interest Expos,0.14334572851657867
Hockey,Miscellaneous Theatre,0.14326941967010498
Extreme,Health/Wellness,0.1429891586303711
Hockey,Metal,0.1429155021905899
Children's Theatre,Motorsports/Racing,0.14280542731285095
Miscellaneous,Soccer,0.1427287459373474
Spectacular,World,0.1427064687013626
Ballads/Romantic,Spectacular,0.14268341660499573
Circus & Specialty Acts,Soccer,0.1425451785326004
Miscellaneous,Religious,0.14251533150672913
Dance,Foreign,0.14220371842384338
Circus & Specialty Acts,Dance,0.14203132688999176
Documentary,Multimedia,0.14197227358818054
Extreme,Science Fiction,0.1419491171836853
Comedy,Equestrian,0.14179618656635284
Country,Motorsports/Racing,0.141749769449234
Country,New Age,0.14157634973526
Blues,Extreme,0.1414606124162674
Psychics/Mediums/Hypnotists,Religious,0.1414579153060913
Hockey,Magic & Illusion,0.14143407344818115
Classical,Martial Arts,0.1411951184272766
Health/Wellness,Horror,0.1410718709230423
Documentary,Reggae,0.14060449600219727
Holiday,Ice Skating,0.14037810266017914
Fairs & Festivals,Latin,0.14018625020980835
Religious,Theatre,0.1401185393333435
Action/Adventure,Metal,0.14011241495609283
Extreme,Psychics/Mediums/Hypnotists,0.14001069962978363
Blues,Fairs & Festivals,0.1399480104446411
Foreign,Multimedia,0.13992144167423248
Magic & Illusion,Variety,0.13988134264945984
Children's Music,Food & Drink,0.13964438438415527
Dance/Electronic,Horror,0.13955050706863403
Metal,Miscellaneous,0.1392095685005188
Extreme,Opera,0.13920409977436066
Dance,Equestrian,0.13910798728466034
Dance,Magic & Illusion,0.13908667862415314
Psychics/Mediums/Hypnotists,Rodeo,0.13898253440856934
Alternative,Soccer,0.13887716829776764
New Age,Volleyball,0.13879892230033875
Extreme,Latin,0.13878360390663147
Cultural,Lecture/Seminar,0.13858066499233246
Alternative,Music,0.1382680982351303
Music,Variety,0.13823850452899933
Hockey,Horror,0.13799041509628296
Children's Theatre,Jazz,0.1379774808883667
Body Building,Performance Art,0.1375117152929306
Hockey,R&B,0.13746745884418488
Fashion,Pop,0.13740472495555878
Animation,Pop,0.13735051453113556
Ice Shows,R&B,0.13729296624660492
Football,Science Fiction,0.1371280550956726
Dance,Other,0.13706162571907043
Baseball,Fine Art,0.13645105063915253
Country,Hockey,0.13640883564949036
Foreign,Latin,0.13605530560016632
Blues,Foreign,0.13585685193538666
Equestrian,Ice Shows,0.13569557666778564
Magic & Illusion,Miscellaneous,0.1356501579284668
Holiday,Psychics/Mediums/Hypnotists,0.13562358915805817
Football,Religious,0.13560344278812408
Classical,Fine Art,0.13544894754886627
Lecture/Seminar,Undefined,0.1352185606956482
Fairs & Festivals,Metal,0.1351630687713623
Magic & Illusion,Pop,0.13508331775665283
Psychics/Mediums/Hypnotists,Wrestling,0.1349812150001526
Lecture/Seminar,Roller Derby,0.13495412468910217
Baseball,World,0.13486580550670624
Lecture/Seminar,Reggae,0.1348334699869156
Family,Other,0.13470663130283356
Action/Adventure,Science Fiction,0.134628564119339
Miscellaneous,Music,0.13452492654323578
Dance/Electronic,Undefined,0.1342567503452301
Fashion,Foreign,0.134139746427536
Equestrian,Fashion,0.13406957685947418
Jazz,Variety,0.1339750736951828
Animation,Fashion,0.13378497958183289
Fairs & Festivals,Reggae,0.1337738335132599
Family,Multimedia,0.13376843929290771
Metal,Multimedia,0.13367721438407898
Extreme,Miscellaneous Theatre,0.13351409137248993
Ice Skating,Religious,0.13344848155975342
Religious,Roller Derby,0.13344185054302216
Hobby/Special Interest Expos,Music,0.13333767652511597
Circus & Specialty Acts,Psychics/Mediums/Hypnotists,0.13325631618499756
Classical,Folk,0.1331511288881302
Fashion,Health/Wellness,0.13313615322113037
Lecture/Seminar,Metal,0.13308480381965637
Boxing,Psychics/Mediums/Hypnotists,0.133055180311203
Animation,Hockey,0.133012056350708
Ballads/Romantic,Motorsports/Racing,0.13286560773849487
Alternative,Drama,0.13247381150722504
Dance/Electronic,R&B,0.13246099650859833
Boxing,Miscellaneous Theatre,0.13244429230690002
Alternative,Comedy,0.1320010870695114
Latin,Other,0.13188967108726501
Action/Adventure,Food & Drink,0.1317029744386673
Food & Drink,Ice Skating,0.1316053867340088
Action/Adventure,Multimedia,0.13133299350738525
Horror,Variety,0.13107463717460632
Alternative,Undefined,0.13103827834129333
Magic & Illusion,Theatre,0.13093134760856628
Action/Adventure,Equestrian,0.1309129297733307
Comedy,Fairs & Festivals,0.1308298110961914
Children's Theatre,Foreign,0.13082203269004822
Ice Skating,Soccer,0.1307639181613922
Extreme,Lecture/Seminar,0.1304456740617752
Boxing,R&B,0.1303868144750595
Circus & Specialty Acts,Variety,0.13037551939487457
Foreign,Religious,0.13024979829788208
Music,New Age,0.1302403211593628
Holiday,Science Fiction,0.13022857904434204
Comedy,Theatre,0.13002775609493256
Action/Adventure,Music,0.12996047735214233
Multimedia,Undefined,0.12970329821109772
Comedy,Cultural,0.1295466125011444
Ice Shows,Undefined,0.12918852269649506
Classical,Comedy,0.12913481891155243
Multimedia,Roller Derby,0.12911899387836456
Documentary,Extreme,0.12892568111419678
Theatre,Variety,0.12891891598701477
Country,Dance,0.1288987398147583
Extreme,Family,0.12874415516853333
Miscellaneous,New Age,0.1286884844303131
Basketball,Religious,0.12846128642559052
Equestrian,Rock,0.12835317850112915
Opera,Science Fiction,0.12822842597961426
Latin,R&B,0.12819181382656097
Circus & Specialty Acts,Folk,0.1281648427248001
Boxing,New Age,0.12787403166294098
Ballads/Romantic,Boxing,0.12787088751792908
Children's Music,Ice Skating,0.12779980897903442
Food & Drink,Religious,0.1276077926158905
Fairs & Festivals,Family,0.1274501532316208
Family,R&B,0.12744136154651642
Classical,Fashion,0.12679925560951233
Basketball,R&B,0.12674055993556976
Opera,Undefined,0.12671080231666565
Family,Theatre,0.12656377255916595
Classical,Performance Art,0.1265292465686798
Religious,Rodeo,0.12647907435894012
Fashion,Lecture/Seminar,0.1264222264289856
Fairs & Festivals,Psychics/Mediums/Hypnotists,0.12631665170192719
Magic & Illusion,R&B,0.12622413039207458
Drama,Motorsports/Racing,0.1262040138244629
Basketball,Horror,0.12592464685440063
Country,Lecture/Seminar,0.12579591572284698
Folk,Variety,0.12575726211071014
Boxing,Children's Theatre,0.12568840384483337
Fashion,Hockey,0.1255292296409607
Multimedia,Other,0.12542298436164856
Ballads/Romantic,Latin,0.12535008788108826
Miscellaneous Theatre,Undefined,0.12503893673419952
Psychics/Mediums/Hypnotists,Variety,0.12493154406547546
Dance/Electronic,Drama,0.12488337606191635
Boxing,Community/Civic,0.12477177381515503
Fashion,Rock,0.12446166574954987
Cultural,Ice Skating,0.12433068454265594
Extreme,Jazz,0.12429766356945038
Equestrian,Latin,0.12424378097057343
Motorsports/Racing,Performance Art,0.12408444285392761
Animation,New Age,0.12404348701238632
Baseball,Latin,0.12385523319244385
Opera,Religious,0.12378542125225067
Equestrian,Hobby/Special Interest Expos,0.12377743422985077
Hobby/Special Interest Expos,Horror,0.12368979305028915
Psychics/Mediums/Hypnotists,Soccer,0.12356474995613098
Action/Adventure,Theatre,0.12340976297855377
Health/Wellness,Ice Skating,0.1234002336859703
Folk,Psychics/Mediums/Hypnotists,0.12318471819162369
Drama,R&B,0.12316791713237762
Basketball,New Age,0.12313626706600189
Boxing,Dance/Electronic,0.12312676757574081
New Age,Wrestling,0.12309246510267258
Hobby/Special Interest Expos,Hockey,0.12298029661178589
Miscellaneous,Motorsports/Racing,0.12281107902526855
Ice Skating,World,0.12279482185840607
Cultural,Football,0.12274493277072906
Blues,Lecture/Seminar,0.12267568707466125
Jazz,Psychics/Mediums/Hypnotists,0.1226682960987091
Extreme,Rodeo,0.1226540356874466
Reggae,Science Fiction,0.12252192199230194
Ballads/Romantic,Dance/Electronic,0.12234469503164291
Basketball,Equestrian,0.12226493656635284
Rodeo,Science Fiction,0.1220981553196907
Foreign,Opera,0.12179432064294815
Latin,Spectacular,0.12173008918762207
Blues,Documentary,0.12170538306236267
Alternative,Multimedia,0.12166376411914825
Foreign,Magic & Illusion,0.12159809470176697
Comedy,New Age,0.12139056622982025
Documentary,Ice Shows,0.12135577946901321
Music,Other,0.12126846611499786
Health/Wellness,Performance Art,0.12126287817955017
Foreign,Metal,0.1212359368801117
Holiday,Undefined,0.12115783244371414
Drama,Pop,0.12107139825820923
Folk,Spectacular,0.12092693895101547
Alternative,Spectacular,0.12089776992797852
Food & Drink,Football,0.12083369493484497
Blues,Multimedia,0.12082137167453766
R&B,World,0.12081244587898254
Ice Skating,Other,0.12067314982414246
Latin,New Age,0.12042587995529175
Food & Drink,Holiday,0.12041465193033218
Boxing,Foreign,0.12033414840698242
Classical,Rock,0.12022081017494202
Folk,Food & Drink,0.12004558742046356
Family,Magic & Illusion,0.1200045496225357
Ballads/Romantic,Psychics/Mediums/Hypnotists,0.11983075737953186
Cultural,R&B,0.11974700540304184
Health/Wellness,Magic & Illusion,0.11957281827926636
Other,Performance Art,0.11947959661483765
Other,Roller Derby,0.11944381147623062
Community/Civic,Theatre,0.11939049512147903
Music,Psychics/Mediums/Hypnotists,0.11908362805843353
Health/Wellness,Jazz,0.11906801164150238
Magic & Illusion,Metal,0.11902504414319992
Dance/Electronic,Food & Drink,0.11886180937290192
Hobby/Special Interest Expos,Soccer,0.1186622828245163
Latin,Religious,0.11863252520561218
Pop,Spectacular,0.1185958981513977
New Age,Reggae,0.11854483187198639
Family,New Age,0.11853732168674469
Comedy,R&B,0.11828725039958954
Body Building,New Age,0.11773781478404999
Miscellaneous,Psychics/Mediums/Hypnotists,0.11750255525112152
Opera,World,0.1174771785736084
Latin,Science Fiction,0.11743561923503876
Ice Skating,Music,0.11737371981143951
Blues,Psychics/Mediums/Hypnotists,0.1173180341720581
Basketball,Spectacular,0.1171703040599823
Dance/Electronic,Hockey,0.11688032746315002
Food & Drink,Variety,0.11667172610759735
Comedy,Foreign,0.11643044650554657
Ballads/Romantic,Foreign,0.11635850369930267
Family,Psychics/Mediums/Hypnotists,0.11631935089826584
Hip-Hop/Rap,Religious,0.11606770008802414
Boxing,Science Fiction,0.11569248884916306
Baseball,Performance Art,0.11563087999820709
Dance,Extreme,0.11543089896440506
Health/Wellness,Psychics/Mediums/Hypnotists,0.1154271811246872
Multimedia,Pop,0.11521536111831665
Folk,Other,0.1151011511683464
R&B,Rock,0.11486028134822845
Circus & Specialty Acts,Hockey,0.11480579525232315
Dance,R&B,0.11453038454055786
Baseball,Miscellaneous,0.11440323293209076
Documentary,Other,0.1143091470003128
Documentary,Health/Wellness,0.11424943804740906
Extreme,Ice Shows,0.1140725165605545
Hip-Hop/Rap,Undefined,0.11390939354896545
Miscellaneous,Performance Art,0.11387953162193298
Fine Art,Science Fiction,0.11385494470596313
Community/Civic,Country,0.11379542201757431
Baseball,Dance/Electronic,0.11365245282649994
Science Fiction,Variety,0.11349797248840332
Comedy,Psychics/Mediums/Hypnotists,0.11323684453964233
Jazz,Science Fiction,0.11316387355327606
Multimedia,Spectacular,0.11312516033649445
Action/Adventure,Soccer,0.1130627691745758
Extreme,Fashion,0.11305233091115952
Fashion,Multimedia,0.1130041852593422
Circus & Specialty Acts,Rock,0.1127624586224556
Body Building,Wrestling,0.11276166141033173
Hockey,New Age,0.11273149400949478
Documentary,Variety,0.11265693604946136
Animation,Health/Wellness,0.1125580221414566
Body Building,Lecture/Seminar,0.11243826895952225
Cultural,Documentary,0.1123785600066185
Hobby/Special Interest Expos,Science Fiction,0.11230652034282684
Circus & Specialty Acts,Fine Art,0.11227673292160034
Community/Civic,Variety,0.1122368574142456
Cultural,Psychics/Mediums/Hypnotists,0.11221103370189667
Comedy,Country,0.11216190457344055
Alternative,Hockey,0.11208932846784592
Health/Wellness,Variety,0.11182987689971924
Reggae,Theatre,0.11174587160348892
Boxing,Undefined,0.1115647405385971
Children's Music,Extreme,0.11121702194213867
Foreign,R&B,0.11116398125886917
Dance/Electronic,Foreign,0.11082212626934052
Classical,Volleyball,0.1104729175567627
Ballads/Romantic,New Age,0.11029091477394104
Multimedia,Rock,0.11009450256824493
Alternative,Other,0.10975655913352966
R&B,Science Fiction,0.10966351628303528
Baseball,Religious,0.10964443534612656
Boxing,Other,0.10957017540931702
Country,Martial Arts,0.10951276123523712
Ballads/Romantic,Comedy,0.10921644419431686
New Age,Theatre,0.10889669507741928
Basketball,Fashion,0.10883986949920654
Extreme,Fine Art,0.1088021844625473
Foreign,Roller Derby,0.1085578203201294
Dance,Science Fiction,0.10845328867435455
Motorsports/Racing,Variety,0.10838566720485687
Comedy,Documentary,0.10831120610237122
Country,Religious,0.10793270170688629
Ice Shows,Science Fiction,0.10792657732963562
Classical,Hip-Hop/Rap,0.1079263836145401
Metal,Psychics/Mediums/Hypnotists,0.10787998884916306
Pop,Religious,0.1078539565205574
Miscellaneous,Variety,0.10782880336046219
Baseball,Classical,0.10774961858987808
Psychics/Mediums/Hypnotists,Rock,0.10767688602209091
Alternative,Cultural,0.10758669674396515
Horror,Theatre,0.10753065347671509
Classical,Extreme,0.10750694572925568
Folk,Hobby/Special Interest Expos,0.10706416517496109
Drama,Latin,0.10683445632457733
Alternative,Equestrian,0.10669765621423721
Action/Adventure,Boxing,0.10650335997343063
Comedy,Community/Civic,0.10626309365034103
Baseball,Country,0.10607346892356873
Ballads/Romantic,Baseball,0.10601149499416351
Hobby/Special Interest Expos,Variety,0.1059882715344429
Horror,Miscellaneous,0.10588336735963821
Ice Skating,R&B,0.10577008128166199
Boxing,Multimedia,0.10569392144680023
Documentary,New Age,0.10568910837173462
Extreme,Miscellaneous,0.10559861361980438
Body Building,Boxing,0.10538698732852936
Alternative,Fashion,0.10532845556735992
Cultural,Variety,0.10507095605134964
Extreme,Volleyball,0.1048799678683281
Basketball,Drama,0.10483573377132416
Classical,Other,0.10476242005825043
Body Building,Extreme,0.10453418642282486
Football,Motorsports/Racing,0.10407694429159164
Lecture/Seminar,Volleyball,0.10360251367092133
Multimedia,Soccer,0.10358739644289017
Health/Wellness,Lecture/Seminar,0.10354147106409073
Basketball,Undefined,0.10314111411571503
Fashion,Metal,0.10313484072685242
Alternative,Variety,0.10296586155891418
Extreme,R&B,0.10268431901931763
Children's Theatre,Food & Drink,0.10257276892662048
Ballads/Romantic,Religious,0.10252319276332855
Folk,Lecture/Seminar,0.10250524431467056
Equestrian,World,0.10241749882698059
Fine Art,Food & Drink,0.10202968120574951
New Age,Variety,0.10197978466749191
Blues,Other,0.10186435282230377
Equestrian,New Age,0.10184098780155182
R&B,Soccer,0.10178480297327042
Comedy,Extreme,0.10142041742801666
Equestrian,Ice Skating,0.10140417516231537
Documentary,World,0.10117658972740173
Ballads/Romantic,Undefined,0.10109240561723709
Action/Adventure,Undefined,0.10098797082901001
Lecture/Seminar,Soccer,0.1005195751786232
Alternative,Science Fiction,0.10032714903354645
Boxing,Lecture/Seminar,0.10030537843704224
Spectacular,Undefined,0.10009592771530151
Basketball,Extreme,0.09987270087003708
Fine Art,Theatre,0.09985905885696411
Foreign,Rodeo,0.09961462020874023
Classical,Lecture/Seminar,0.09960251301527023
Performance Art,Undefined,0.09947235882282257
Horror,Lecture/Seminar,0.09932165592908859
Animation,Dance/Electronic,0.0992501974105835
Other,Rock,0.09916950762271881
Fashion,Food & Drink,0.09906038641929626
Alternative,Animation,0.0988617092370987
Variety,Wrestling,0.09877201169729233
Motorsports/Racing,Religious,0.09858834743499756
Psychics/Mediums/Hypnotists,Theatre,0.09853729605674744
Food & Drink,Magic & Illusion,0.09850353002548218
Dance/Electronic,Variety,0.09845761954784393
Food & Drink,Miscellaneous Theatre,0.09800092875957489
Documentary,Hobby/Special Interest Expos,0.09794998914003372
Extreme,Hockey,0.0979241132736206
Martial Arts,Science Fiction,0.09787777811288834
Fairs & Festivals,Undefined,0.0978589802980423
Ballads/Romantic,Health/Wellness,0.09785214066505432
Rock,Science Fiction,0.09776343405246735
Ice Skating,Latin,0.09772539138793945
Martial Arts,Pop,0.09735409915447235
Circus & Specialty Acts,Football,0.09730935841798782
Documentary,Rodeo,0.09723557531833649
Baseball,Cultural,0.09719221293926239
Horror,Undefined,0.0970885306596756
Animation,Martial Arts,0.09704422205686569
Motorsports/Racing,Undefined,0.09699633717536926
Extreme,Performance Art,0.09688615798950195
Equestrian,Fine Art,0.09688442200422287
Lecture/Seminar,New Age,0.09687715768814087
Ballads/Romantic,Miscellaneous Theatre,0.0968409925699234
Circus & Specialty Acts,Multimedia,0.09682701528072357
Classical,Religious,0.09665489941835403
Foreign,New Age,0.09658043086528778
Equestrian,Psychics/Mediums/Hypnotists,0.09654980152845383
Baseball,Psychics/Mediums/Hypnotists,0.09649147838354111
Lecture/Seminar,Performance Art,0.0963553786277771
Community/Civic,Horror,0.09630664438009262
Dance,Undefined,0.09626013040542603
Extreme,World,0.09620556980371475
Performance Art,Psychics/Mediums/Hypnotists,0.09618335217237473
Classical,Magic & Illusion,0.09607183188199997
Baseball,Health/Wellness,0.09600014984607697
Religious,Variety,0.09543674439191818
Animation,Undefined,0.09522393345832825
Martial Arts,Other,0.09512841701507568
Cultural,Miscellaneous,0.0950850397348404
Food & Drink,New Age,0.09505937993526459
Fairs & Festivals,Opera,0.09505914151668549
Alternative,Documentary,0.0950462818145752
Hockey,Multimedia,0.09494347125291824
Miscellaneous,Reggae,0.09489381313323975
Animation,Dance,0.09449237585067749
Blues,Food & Drink,0.09430527687072754
Jazz,Magic & Illusion,0.0942329466342926
Hockey,Undefined,0.09417662024497986
Children's Music,Variety,0.09416522085666656
Metal,New Age,0.0940462276339531
Body Building,Documentary,0.0939924344420433
Pop,Variety,0.09385678917169571
Animation,Blues,0.09376291930675507
Lecture/Seminar,Multimedia,0.09362984448671341
Fairs & Festivals,Lecture/Seminar,0.09358422458171844
Variety,Volleyball,0.09348754584789276
Classical,Family,0.09328782558441162
Fairs & Festivals,Hockey,0.09322014451026917
Action/Adventure,Body Building,0.09289742261171341
Dance/Electronic,Multimedia,0.09268432855606079
Music,Science Fiction,0.09250693768262863
Cultural,New Age,0.09245961904525757
Other,Wrestling,0.09243945777416229
Body Building,Family,0.09230664372444153
Rock,Theatre,0.09228750318288803
Metal,Spectacular,0.09227544069290161
Performance Art,Science Fiction,0.09176952391862869
Jazz,Spectacular,0.09160225093364716
Animation,Comedy,0.09115862101316452
Action/Adventure,R&B,0.09101162105798721
Food & Drink,Lecture/Seminar,0.09084787219762802
Children's Music,Other,0.09081919491291046
Dance/Electronic,Religious,0.09062521159648895
Circus & Specialty Acts,New Age,0.09061606228351593
Classical,Miscellaneous,0.09041675925254822
Baseball,Variety,0.0902743935585022
Other,R&B,0.09025971591472626
Country,Roller Derby,0.09024795889854431
Circus & Specialty Acts,Reggae,0.09020256996154785
Foreign,Hobby/Special Interest Expos,0.09007439017295837
Boxing,Extreme,0.0899978056550026
Classical,Multimedia,0.08994924277067184
Miscellaneous,Science Fiction,0.08976715803146362
New Age,Religious,0.08970047533512115
Rodeo,Undefined,0.08946271240711212
Cultural,Hobby/Special Interest Expos,0.0893770158290863
Basketball,Psychics/Mediums/Hypnotists,0.08910375088453293
Martial Arts,R&B,0.08908651769161224
Fine Art,Multimedia,0.08905359357595444
Multimedia,Rodeo,0.08880972862243652
Baseball,Magic & Illusion,0.08864302933216095
Other,Religious,0.08855611085891724
Children's Music,R&B,0.08849329501390457
Children's Theatre,Country,0.08843296766281128
Blues,Children's Theatre,0.08809445798397064
Religious,Undefined,0.08794776350259781
Ballads/Romantic,Roller Derby,0.08750023692846298
Fairs & Festivals,Variety,0.08719033002853394
Other,Science Fiction,0.08697548508644104
Community/Civic,Miscellaneous,0.0864848643541336
Football,Magic & Illusion,0.08586713671684265
Fairs & Festivals,Multimedia,0.085747130215168
Animation,Equestrian,0.08565396070480347
Boxing,Circus & Specialty Acts,0.08556894958019257
Soccer,Variety,0.08552993834018707
Classical,Community/Civic,0.085323765873909
R&B,Reggae,0.08453661948442459
Food & Drink,World,0.08443695306777954
Horror,R&B,0.0844295397400856
Health/Wellness,Multimedia,0.08432646095752716
Action/Adventure,Documentary,0.08430110663175583
Other,Undefined,0.08420237898826599
Animation,Volleyball,0.0841856300830841
Classical,World,0.0841171145439148
Ballads/Romantic,Wrestling,0.08410834521055222
Dance,Variety,0.08387218415737152
Boxing,Health/Wellness,0.08382577449083328
Theatre,World,0.08364728838205338
Extreme,Holiday,0.08361290395259857
Comedy,Health/Wellness,0.08360280096530914
Psychics/Mediums/Hypnotists,Undefined,0.08352844417095184
Latin,Multimedia,0.08296021074056625
R&B,Rodeo,0.08291983604431152
Equestrian,Pop,0.08260173350572586
Circus & Specialty Acts,Comedy,0.08256754279136658
Miscellaneous Theatre,Science Fiction,0.08226870000362396
Fine Art,Health/Wellness,0.08226577937602997
Baseball,Foreign,0.08180038630962372
Folk,Science Fiction,0.0815739631652832
Country,Volleyball,0.08132690191268921
Animation,Hip-Hop/Rap,0.08121231198310852
Roller Derby,Variety,0.08112633228302002
Fashion,Religious,0.08104235678911209
Health/Wellness,Hockey,0.08069530874490738
Foreign,Reggae,0.08056339621543884
Foreign,Theatre,0.08044109493494034
Circus & Specialty Acts,World,0.08038344979286194
Fairs & Festivals,Horror,0.08034680038690567
Extreme,New Age,0.08006618916988373
Country,Science Fiction,0.07965824007987976
Classical,Science Fiction,0.07962825149297714
Basketball,Other,0.07954226434230804
Hockey,Opera,0.07950284332036972
Equestrian,Jazz,0.07929714769124985
Children's Music,Science Fiction,0.07923929393291473
Science Fiction,Undefined,0.07922372221946716
Lecture/Seminar,Theatre,0.07891307771205902
Ballads/Romantic,Miscellaneous,0.07881690561771393
Motorsports/Racing,Science Fiction,0.07866211235523224
Ballads/Romantic,Fashion,0.07823988050222397
Documentary,Fashion,0.07815086096525192
Animation,Cultural,0.07808353751897812
Multimedia,Psychics/Mediums/Hypnotists,0.07806005328893661
Body Building,Horror,0.07798457145690918
Lecture/Seminar,Wrestling,0.07746817916631699
Body Building,Dance,0.0773586630821228
Cultural,Equestrian,0.07729599624872208
Football,New Age,0.07718385756015778
Miscellaneous,Volleyball,0.07706530392169952
Alternative,Food & Drink,0.07693140208721161
Baseball,Opera,0.07684622704982758
Boxing,Cultural,0.07684491574764252
Baseball,Food & Drink,0.07669287919998169
Basketball,Classical,0.07638931274414062
Health/Wellness,Undefined,0.07584601640701294
Comedy,Multimedia,0.07561984658241272
Country,Fashion,0.0752100795507431
Ballads/Romantic,R&B,0.0750504732131958
Alternative,Ice Skating,0.07503034174442291
Country,Other,0.07485423982143402
Hip-Hop/Rap,Theatre,0.07484264671802521
Community/Civic,Food & Drink,0.07479046285152435
Body Building,Religious,0.074788898229599
Animation,Spectacular,0.07461151480674744
Extreme,Rock,0.07457943260669708
Folk,Ice Skating,0.0744941309094429
Foreign,Performance Art,0.07419479638338089
Boxing,Variety,0.07376204431056976
Animation,Roller Derby,0.07365638762712479
Ballads/Romantic,Equestrian,0.07358907908201218
Motorsports/Racing,R&B,0.07338707149028778
Children's Theatre,Extreme,0.07328613847494125
Martial Arts,Undefined,0.07309211045503616
Body Building,Jazz,0.0729358047246933
